id,title,published,updated,summary,authors,doi,primary_category
http://arxiv.org/abs/0912.5371v1,Including All the Lines,2009-12-29T21:23:38Z,2009-12-29T21:23:38Z,"I present a progress report on including all the lines in the linelists,
including all the lines in the opacities, including all the lines in the model
atmosphere and spectrum synthesis calculations, producing high-resolution,
high-signal-to-noise atlases that show (not quite) all the lines, so that
finally we can determine the properties of stars from a few of the lines.",Robert L. Kurucz,10.1063/1.3250087,astro-ph.SR
http://arxiv.org/abs/1001.5304v1,"On Representations of General Linear Groups over Principal Ideal Local
  Rings of Length Two",2010-01-29T21:16:24Z,2010-01-29T21:16:24Z,"We study the irreducible complex representations of general linear groups
over principal ideal local rings of length two with a fixed finite residue
field. We construct a canonical correspondence between the irreducible
representations of all such groups which preserves dimensions. For general
linear groups of order three and four over these rings, we construct all the
irreducible representations. We show that the the problem of constructing all
the irreducible representations of all general linear groups over these rings
is not easier than the problem of constructing all the irreducible
representations of the general linear groups over principal ideal local rings
of arbitrary length in the function field case.",Pooja Singla,10.1016/j.jalgebra.2010.05.024,math.RT
http://arxiv.org/abs/1004.2426v1,Simulation vs. Equivalence,2010-04-14T15:50:47Z,2010-04-14T15:50:47Z,"For several semirings S, two weighted finite automata with multiplicities in
S are equivalent if and only if they can be connected by a chain of
simulations. Such a semiring S is called ""proper"". It is known that the Boolean
semiring, the semiring of natural numbers, the ring of integers, all finite
commutative positively ordered semirings and all fields are proper. The
semiring S is Noetherian if every subsemimodule of a finitely generated
S-semimodule is finitely generated. First, it is shown that all Noetherian
semirings and thus all commutative rings and all finite semirings are proper.
Second, the tropical semiring is shown not to be proper. So far there has not
been any example of a semiring that is not proper.",Zoltan Esik; Andreas Maletti,,cs.FL
http://arxiv.org/abs/1010.5921v1,MHV Diagrams from an All-Line Recursion Relation,2010-10-28T11:11:32Z,2010-10-28T11:11:32Z,"We consider the recursion relation for loop integrands in planar N = 4 SYM
generated by an all-line shift of momentum twistors. We examine the behaviour
of the rational loop integrands when the shift parameter becomes large, and
find that a valid recursion relation may be obtained in all cases. The
recursion relation is then formulated both in region momentum space and in
momentum twistor space, and solved in detail for some one and two-loop
examples. Finally, we show that the general iterative solution of the recursion
relation generates the MHV vertex expansion for all loop integrands, providing
a proof of the MHV diagram formalism for all loop amplitudes in planar N = 4
SYM.",Mathew Bullimore,10.1007/JHEP08(2011)107,hep-th
http://arxiv.org/abs/1106.5844v1,Extremum problems for eigenvalues of discrete Laplace operators,2011-06-29T05:40:59Z,2011-06-29T05:40:59Z,"The discrete Laplace operator on a triangulated polyhedral surface is related
to geometric properties of the surface. This paper studies extremum problems
for eigenvalues of the discrete Laplace operators. Among all triangles, an
equilateral triangle has the maximal first positive eigenvalue. Among all
cyclic quadrilateral, a square has the maximal first positive eigenvalue. Among
all cyclic $n$-gons, a regular one has the minimal value of the sum of all
nontrivial eigenvalues and the minimal value of the product of all nontrivial
eigenvalues.",Ren Guo,,math.MG
http://arxiv.org/abs/1108.2061v2,Clones above the unary clone,2011-08-09T22:20:17Z,2011-08-14T17:05:48Z,"Let c be the cardinality of the continuum.
  We give a family of pairwise incomparable clones (on a countable base set)
2^c members, all with the same unary fragment, namely the set of all unary
operations.
  We also give, for each n, a family of 2^c clones all with the same n-ary
fragment, and all containing the set of all unary operations.",Martin Goldstern; Gábor Sági; Saharon Shelah,,math.RA
http://arxiv.org/abs/1202.2437v2,Pinched Hysteresis Loops is the Fingerprint of Memristive Devices,2012-02-11T12:36:29Z,2012-02-29T09:12:44Z,"This short note clarifies that the ""pinched hysteresis loop"" fingerprint of a
memristor, or a memristive device, must hold for all amplitudes, for all
frequencies, and for all initial conditions, of any periodic testing waveform,
such as sinusoidal or triangular signals, which assumes both positive and
negative values over each period of the waveform. We proved that the systems
presented in [1] are not memristive devices because their hysteresis loops are
not pinched at the origin for all amplitudes, and for all initial conditions.",Hyongsuk Kim; Maheshwar Pd. Sah; Shyam Prasad Adhikari,,cond-mat.mes-hall
http://arxiv.org/abs/1205.0268v1,On the SOA-based MZI all-optical logic gates for all-optical networks,2012-05-01T22:25:53Z,2012-05-01T22:25:53Z,"In this paper, an all-optical logic scheme which exploits the cross-phase
modulation (XPM) effect in semiconductor-optical-amplifier-assisted
Mach-Zehnder Interferometer (SOA-MZI), is proposed, performance analyzed and
parameters optimized. The proposal is validated and the system performance
under various parameters is examined through numerical simulations. With only
moderate parameters, high-speed all-optical AND gate based on SOA-MZI is
realized with fairly high performance. The results are helpful for designing of
SOA-based all-optical logic devices.",Qing Zheng,,physics.optics
http://arxiv.org/abs/1208.3313v1,A Note on Efficient Computation of All Abelian Periods in a String,2012-08-16T08:33:36Z,2012-08-16T08:33:36Z,"We derive a simple efficient algorithm for Abelian periods knowing all
Abelian squares in a string. An efficient algorithm for the latter problem was
given by Cummings and Smyth in 1997. By the way we show an alternative
algorithm for Abelian squares. We also obtain a linear time algorithm finding
all `long' Abelian periods. The aim of the paper is a (new) reduction of the
problem of all Abelian periods to that of (already solved) all Abelian squares
which provides new insight into both connected problems.",Maxime Crochemore; Costas Iliopoulos; Tomasz Kociumaka; Marcin Kubica; Jakub Pachocki; Jakub Radoszewski; Wojciech Rytter; Wojciech Tyczyński; Tomasz Waleń,,cs.DS
http://arxiv.org/abs/1308.1976v1,"On the cyclic subgroup separability of the free product of two groups
  with commuting subgroups",2013-08-08T20:44:46Z,2013-08-08T20:44:46Z,"Let G be the free product of groups A and B with commuting subgroups H
\leqslant A and K \leqslant B, and let C be the class of all finite groups or
the class of all finite p-groups. We derive the description of all C-separable
cyclic subgroups of G provided this group is residually a C-group. We prove, in
particular, that if A, B are finitely generated nilpotent groups and H, K are
p'-isolated in the free factors, then all p'-isolated cyclic subgroups of G are
separable in the class of all finite p-groups. The same statement is true
provided A, B are free and H, K are p'-isolated and cyclic.",E. V. Sokolov,,math.GR
http://arxiv.org/abs/1311.0658v1,Spectral Gaps of Almost Mathieu Operator in Exponential Regime,2013-11-04T12:00:07Z,2013-11-04T12:00:07Z,"For almost Mathieu operator
$(H_{\lambda,\alpha,\theta}u)_n=u_{n+1}+u_{n-1}+2\lambda
\cos2\pi(\theta+n\alpha)u_n$, the dry version of Ten Martini problem predicts
that the spectrum $\Sigma_{\lambda,\alpha}$ of $ H_{\lambda,\alpha,\theta}$ has
all gaps open for all $\lambda\neq 0$ and $ \alpha \in \mathbb{R}\backslash
\mathbb{Q}$.
  Avila and Jitomirskaya prove that $\Sigma_{\lambda,\alpha}$ has all gaps open
for Diophantine $\alpha$ and $0<|\lambda|<1$.
  In the present paper, we show that $\Sigma_{\lambda,\alpha}$ has all gaps
open for all $ \alpha \in \mathbb{R}\backslash \mathbb{Q}$ with small
$\lambda$.",Wencai Liu; Xiaoping Yuan,10.4171/JFG/15,math.SP
http://arxiv.org/abs/1406.2866v1,Uniform Artin-Rees Bounds for Syzygies,2014-06-11T11:56:33Z,2014-06-11T11:56:33Z,"Let $(R,m)$ be a local Noetherian ring, let $M$ be a finitely generated
$R$-module and let $(F_{\bullet},\partial_{\bullet})$ be a free resolution of
$M$. We find a uniform bound $h$ such that the Artin-Rees containment $I^n
F_i\cap Im \, \partial_{i+1} \subseteq I^{n-h} Im \, \partial_{i+1}$ holds for
all integers $i\ge d$, for all integers $n\ge h$, and for all ideals $I$ of
$R$. In fact, we show that a considerably stronger statement holds. The uniform
bound $h$ holds for all ideals and all resolutions of $d$th syzygy modules. In
order to prove our statements, we introduce the concept of Koszul annihilating
sequences.",Ian M. Aberbach; Aline Hosry; Janet Striuli,,math.AC
http://arxiv.org/abs/1506.07819v1,"Jordan triple product homomorphisms on Hermitian matrices to and from
  dimension one",2015-06-22T10:24:49Z,2015-06-22T10:24:49Z,"We characterise all Jordan triple product homomorphisms, that is, mappings
$\Phi$ satisfying $$ \Phi(ABA) = \Phi(A)\Phi(B)\Phi(A) $$ from the set of all
Hermitian $n \times n$ complex matrices to the field of complex numbers.
Further we characterise all Jordan triple product homomorphisms from the field
of complex or real numbers or the set of all nonnegative real numbers to the
set of all Hermitian $n \times n$ complex matrices.",Damjana Kokol Bukovsek; Blaz Mojskerc,10.1080/03081087.2015.1112345,math.RA
http://arxiv.org/abs/1602.07039v1,Ordering connected graphs by their Kirchhoff indices,2016-02-21T03:43:52Z,2016-02-21T03:43:52Z,"The Kirchhoff index $Kf(G)$ of a graph $G$ is the sum of resistance distances
between all unordered pairs of vertices, which was introduced by Klein and
Randi\'c. In this paper we characterized all extremal graphs with Kirchhoff
index among all graphs obtained by deleting $p$ edges from a complete graph
$K_n$ with $p\leq\lfloor\frac{n}{2}\rfloor$ and obtained a sharp upper bound on
the Kirchhoff index of these graphs. In addition, all the graphs with the first
to ninth maximal Kirchhoff indices are completely determined among all
connected graphs of order $n>27$.",Kexiang Xu; Kinkar Ch. Das; Xiao-Dong Zhang,10.1080/00207160.2015.1073722,math.CO
http://arxiv.org/abs/1609.05302v2,The cotorsion pair generated by the class of flat Mittag-Leffler modules,2016-09-17T09:09:12Z,2017-01-14T10:48:35Z,"Let $R$ be a ring and denote by $\mathcal{FM}$ the class of all flat and
Mittag-Leffler left $R$-modules. In \cite{BazzoniStovicek2} it is proved that,
if $R$ is countable, the orthogonal class of $\mathcal{FM}$ consists of all
cotorsion modules. In this note we extend this result to the class of all rings
$R$ satisfying that each flat left $R$-module is filtered by totally ordered
limits of projective modules. This class of rings contains all countable, left
perfect and discrete valuation domains. Moreover, assuming that there do not
exist inaccessible cardinals, we obtain that, over these rings, all flat left
$R$-modules have finite projective dimension.",Manuel Cortés-Izurdiaga,,math.RA
http://arxiv.org/abs/1702.03060v1,A Variation of the Erdős-Sós Conjecture in Bipartite Graphs,2017-02-10T03:53:20Z,2017-02-10T03:53:20Z,"The Erd\H{o}s-S\'{o}s Conjecture states that every graph with average degree
more than $k-2$ contains all trees of order $k$ as subgraphs. In this paper, we
consider a variation of the above conjecture: studying the maximum size of an
$(n,m)$-bipartite graph which does not contain all $(k,l)$-bipartite trees for
given integers $n\ge m$ and $k\ge l$. In particular, we determine that the
maximum size of an $(n,m)$-bipartite graph which does not contain all
$(n,m)$-bipartite trees as subgraphs (or all $(k,2)$-bipartite trees as
subgraphs, respectively). Furthermore, all these extremal graphs are
characterized.",Long-Tu Yuan; Xiao-Dong Zhang,,math.CO
http://arxiv.org/abs/1709.04885v1,Optimal broadcasting in networks with faulty nodes,2017-09-14T17:18:53Z,2017-09-14T17:18:53Z,"Large computer networks are an essential part of modern technology, and quite
often information needs to be broadcast to all the computers in the network. If
all computers work perfectly all the time, this is simple. Suppose, however,
that some of the computers fail occasionally. What is the fastest way to ensure
that with high probability all working computers get the information?
  In this paper, we analyze three algorithms to do so. All algorithms terminate
in logarithmic time, assuming computers fail with probability $1-p$
independently of each other. We prove that the third algorithm, which runs in
time $(1+o(1))(\frac{\log N}{\log(1+p)})$, is asymptotically optimal.",Yoel Grinshpon; Ori Gurel-Gurevich,,cs.DS
http://arxiv.org/abs/1712.01206v2,Refining the Two-Dimensional Signed Small Ball Inequality,2017-12-04T17:13:32Z,2018-05-24T13:26:58Z,"The two-dimensional signed small ball inequality states that for all possible
choices of signs, $$ \left\| \sum_{|R| = 2^{-n}}{ \varepsilon_R h_R}
\right\|_{L^{\infty}} \gtrsim n,$$ where the summation runs over all dyadic
rectangles in the unit square and $h_R$ denotes the associated Haar function.
This inequality first appeared in the work of Talagrand, and alternative proofs
are due to Temlyakov and Bilyk & Feldheim (who showed that the supremum equals
$n+1$ in all cases). We prove that for all integers $0\leq k \leq n+1$ and all
possible choices of signs, $$ \left| \left\{ x \in [0,1)^2: \sum_{|R| =
2^{-n}}{ \varepsilon_R h_R} = n + 1 - 2k\right\} \right| =
\frac{1}{2^{n+1}}\binom{n+1}{k}.$$",Noah Kravitz,,math.CA
http://arxiv.org/abs/1802.06978v2,Inner cohomology of $GL_n$,2018-02-20T06:31:02Z,2018-02-22T02:14:42Z,"We give an explicit description of the inner cohomology of an adelic locally
symmetric space of a given level structure attached to the general linear group
of prime rank $n$, with coefficients in a locally constant sheaf of complex
vector spaces. We show that for all prime $n$ the inner cohomology vanishes in
all degrees for nonconstant sheaves, otherwise the quotient module of the inner
cohomology classes that are not cuspidal is trivial in all degrees for primes
$n = 2,3$, and for all primes $n \geq 5$ it is trivial in all but finitely many
degrees where it has a `simple' description in terms of algebraic Hecke
characters.",Krishna Kishore,,math.NT
http://arxiv.org/abs/1803.10720v1,"The edge-vertex inequality in a planar graph and a bipartition for the
  class of all planar graphs",2018-03-28T16:42:05Z,2018-03-28T16:42:05Z,"For a planar graph with a given f-vector $(f_{0}, f_{1}, f_{2}),$ we
introduce a cubic polynomial whose coefficients depend on the f-vector. The
planar graph is said to be real if all the roots of the corresponding
polynomial are real. Thus we have a bipartition of all planar graphs into two
disjoint class of graphs, real and complex ones. As a contribution toward a
full recognition of planar graphs in this bipartition, we study and recognize
completely a subclass of planar graphs that includes all the connected grid
subgraphs. Finally, all the 2-connected triangle-free complex planar graphs of
7 vertices are listed.",M. R. Emamy-K.; Bahman Kalantari; Tatiana Correa,,math.CO
http://arxiv.org/abs/1812.08640v3,Vertex-Facet Assignments For Polytopes,2018-12-20T15:38:24Z,2020-02-11T15:12:02Z,"Motivated by the search for reduced polytopes, we consider the following
question: For which polytopes exists a vertex-facet assignment, that is, a
matching between vertices and non-incident facets, so that the matching covers
either all vertices, or all facets? We provide general conditions for the
existence of such an assignment. We conclude that such exist for all simple and
simplicial polytopes, as well as all polytopes of dimension $d\le 6$. We
construct counterexample in all dimensions $d\ge 7$.",Thomas Jahn; Martin Winter,10.1007/s13366-020-00504-9,math.CO
http://arxiv.org/abs/1812.10342v2,2-local isometries on function spaces,2018-12-26T15:30:15Z,2018-12-29T11:19:57Z,"We study 2-local reflexivity of the set of all surjective isometries between
certain function spaces. We do not assume linearity for isometries. We prove
that a 2-local isometry in the group of all surjective isometries on the
algebra of all continuously differentiable functions on the closed unit
interval with respect to several norms is a surjective isometry. We also prove
that a 2-local isometry in the group of all surjective isometries on the Banach
algebra of all Lipschitz functions on the closed unit interval with the
sum-norm is a surjective isometry.",Osamu Hatori; Shiho Oi,,math.FA
http://arxiv.org/abs/2003.00569v1,"Non-Hyperoctahedral Categories of Two-Colored Partitions, Part II: All
  Possible Parameter Values",2020-03-01T19:54:35Z,2020-03-01T19:54:35Z,"This article is part of a series with the aim of classifying all
non-hyperoctahedral categories of two-colored partitions. Those constitute by
some Tannaka-Krein type result the co-representation categories of a specific
class of quantum groups. However, our series of articles is purely
combinatorial. In Part I we introduced a class of parameters which gave rise to
many new non-hyperoctahedral categories of partitions. In the present article
we show that this class actually contains all possible parameter values of all
non-hyperoctahedral categories of partitions. This is an important step towards
the classification of all non-hyperoctahedral categories.",Alexander Mang; Moritz Weber,,math.CO
http://arxiv.org/abs/2006.09698v1,The complete characterization of tangram pentagons,2020-06-17T07:52:06Z,2020-06-17T07:52:06Z,"The old Chinese puzzle tangram gives rise to serious mathematical problems
when one asks for all tangram figures that satisfy particular geometric
properties. All $13$ convex tangram figures are known since 1942. They include
the only triangular and all six quadrangular tangram figures. The families of
all $n$-gonal tangram figures with $n \ge 6$ are either infinite or empty. Here
we characterize all $53$ pentagonal tangram figures, including $51$ non-convex
pentagons and $31$ pentagons whose vertices are not contained in the same
orthogonal lattice.",Sarah Sophie Pohl; Christian Richter,,math.MG
http://arxiv.org/abs/2204.11137v3,Evaluating regular path queries under the all-shortest paths semantics,2022-04-23T20:05:35Z,2023-02-02T09:29:41Z,"The purpose of this report is to explain how the textbook breadth-first
search algorithm (BFS) can be modified in order to also create a compact
representation of all shortest paths connecting a single source node to all the
nodes reachable from it. From this representation, all these paths can also be
efficiently enumerated. We then apply this algorithm to solve a similar problem
in edge labelled graphs, where paths also have an additional restriction that
their edge labels form a word belonging to a regular language. Namely, we solve
the problem of evaluating regular path queries (RPQs) under the all-shortest
paths semantics.",Domagoj Vrgoč,,cs.DB
http://arxiv.org/abs/2002.06948v1,Finding All Global Minimum Cuts In Practice,2020-02-17T13:30:52Z,2020-02-17T13:30:52Z,"We present a practically efficient algorithm that finds all global minimum
cuts in huge undirected graphs. Our algorithm uses a multitude of kernelization
rules to reduce the graph to a small equivalent instance and then finds all
minimum cuts using an optimized version of the algorithm of Nagamochi, Nakao
and Ibaraki. In shared memory we are able to find all minimum cuts of graphs
with up to billions of edges and millions of minimum cuts in a few minutes. We
also give a new linear time algorithm to find the most balanced minimum cuts
given as input the representation of all minimum cuts.",Monika Henzinger; Alexander Noe; Christian Schulz; Darren Strash,,cs.DS
http://arxiv.org/abs/2110.03419v2,Separability conditions in acts over monoids,2021-10-07T13:04:38Z,2022-04-07T11:41:07Z,"We discuss residual finiteness and several related separability conditions
for the class of monoid acts, namely weak subact separability, strong subact
separability and complete separability. For each of these four separability
conditions, we investigate which monoids have the property that all their
(finitely generated) acts satisfy the condition. In particular, we prove that:
all acts over a finite monoid are completely separable (and hence satisfy the
other three separability conditions); all finitely generated acts over a
finitely generated commutative monoid are residually finite and strongly subact
separable (and hence weakly subact separable); all acts over a commutative
idempotent monoid are residually finite and strongly subact separable; and all
acts over a Clifford monoid are strongly subact separable.",Craig Miller,,math.GR
http://arxiv.org/abs/2202.10497v2,"Finite unitary rings all of whose groups of units of all their subrings
  except of the ring itself are solvable",2022-02-21T19:14:58Z,2023-06-02T17:46:26Z,"Let R be a finite unitary ring whose group of units is not solvable but all
groups of units of all its proper subrings are solvable. In this paper we
classify these rings and show that all finite rings of order $p^n$ for $n < 5$
and some of order $p^6$ are in this class of rings.",Mohsen Amiri; Wilhelm Alexander Cardoso Steinmetz,,math.RA
http://arxiv.org/abs/2208.03553v2,The provability logic of all provability predicates,2022-08-06T18:00:01Z,2023-09-01T02:49:50Z,"We prove that the provability logic of all provability predicates is exactly
Fitting, Marek, and Truszczy\'nski's pure logic of necessitation $\mathsf{N}$.
Moreover, we introduce three extensions $\mathsf{N4}$, $\mathsf{NR}$, and
$\mathsf{NR4}$ of $\mathsf{N}$ and investigate the arithmetical semantics of
these logics. In fact, we prove that $\mathsf{N4}$, $\mathsf{NR}$, and
$\mathsf{NR4}$ are the provability logics of all provability predicates
satisfying the third condition $\mathbf{D3}$ of the derivabiity conditions, all
Rosser's provability predicates, and all Rosser's provability predicates
satisfying $\mathbf{D3}$, respectively.",Taishi Kurahashi,,math.LO
http://arxiv.org/abs/2209.14809v1,On the diophantaine equations $J_N +J_M =F_A$ & $F_N +F_M =J_A$,2022-09-29T14:20:10Z,2022-09-29T14:20:10Z,"Let $\left\lbrace F_{k}\right\rbrace_{k\geq0}$ be the Fibonacci sequence
defined by $F_{k}=F_{F-1}+F_{k-2}$ for all $ n\geq2$ with initials $F_{0}=0\;
F_{1}=1$. Let $\left\lbrace J_{n}\right\rbrace_{n\geq0}$ be the Jacobsthal
sequence defined by $J_n=2J_{n-1}+J_{n-2}$ for all $ n\geq2$ with initials
$J_0=0$, $J_1=1$. In this paper we find all the solutions of the two
Diophantine equations $J_n +J_m =F_a$ ,$F_n +F_m =J_a$ in the non-negative
integer variables (n,m,a),i.e we determine all Fibonacci numbers which are sum
of two Jacobsthal numbers, and also determine all Jacobsthal numbers which are
sum of two Fibonacci numbers.",Seif Tarek; Ahmed Gaber; M. Anwar,,math.NT
http://arxiv.org/abs/2211.02995v1,Upper Bounds on Integer Complexity,2022-11-06T00:46:25Z,2022-11-06T00:46:25Z,"Define $||n||$ to be the \emph{complexity} of $n$, which is the smallest
number of $1$s needed to write $n$ using an arbitrary combination of addition
and multiplication. John Selfridge showed that $||n|| \geq 3\log_3 n$ for all
$n$. Richard Guy noted the trivial upper bound that $||n|| \leq 3\log_2 n$ for
all $n>1$ by writing $n$ in base 2. An upper bound for almost all $n$ was
provided by Juan Arias de Reyna and Jan Van de Lune. This paper provides the
first non-trivial upper bound for all $n$. In particular, for all $n>1$ we have
$||n|| \leq A \log n$ where $A = \frac{41}{\log 55296}$.",Joshua Zelinsky,,math.NT
http://arxiv.org/abs/2211.08907v2,General Terms of All Almost Balancing Numbers of First and Second Type,2022-11-16T13:40:52Z,2022-11-19T08:11:18Z,"In this work, we determined the general terms of all almost balancing numbers
of first and second type in terms of balancing numbers and conversely we
determined the general terms of all balancing numbers in terms of all almost
balancing numbers of first and second type. We also set a correspondence
between all almost balancing numbers of first and second type and Pell numbers.",Ahmet Tekcan; Alper Erdem,10.46298/cm.10318,math.NT
http://arxiv.org/abs/2212.07830v3,Disjointness with all minimal systems under group actions,2022-12-15T13:39:18Z,2024-08-09T02:12:57Z,"Let $G$ be a countable discrete group. We give a necessary and sufficient
condition for a transitive $G$-system to be disjoint with all minimal
$G$-systems, which implies that if a transitive $G$-system is disjoint with all
minimal $G$-systems, then it is $\infty$-transitive, i.e. $(X^k,G)$ is
transitive for all $k\in\N$, and has dense minimal points. In addition, we show
that any $\infty$-transitive $G$-system with dense distal points are disjoint
with all minimal $G$-systems.",Hui Xu; Xiangdong Ye,,math.DS
http://arxiv.org/abs/2403.19643v3,Almost All Quantum Channels Are Diagonalizable,2024-03-28T17:54:33Z,2024-09-03T13:36:44Z,"We prove the statement ""The collection of all elements of $\mathcal S$ which
have only simple eigenvalues is dense in $\mathcal S$"" for different sets
$\mathcal S$, including: all quantum channels, the unital channels, the
positive trace-preserving maps, all Lindbladians (GKSL-generators), and all
time-dependent Markovian channels. Therefore any element from each of these
sets can always be approximated by diagonalizable elements of the same set to
arbitrary precision.",Frederik vom Ende,10.1142/S1230161224500124,quant-ph
http://arxiv.org/abs/2404.08762v1,Competition for Budget-Constrained Buyers: Exploring All-Pay Auctions,2024-04-12T18:41:02Z,2024-04-12T18:41:02Z,"This note pursues two primary objectives. First, we analyze the outcomes of
an all-pay auction within a store where buyers with and without financial
constraints arrive at varying rates, and where buyer types are private
information. Second, we investigate the selection of an auction format
(comprising first-price, second-price, and all-pay formats) in a competitive
search setting, where sellers try to attract customers. Our results indicate
that if the budget constraint is not too restrictive, the all-pay rule emerges
as the preferred selling format in the unique symmetric equilibrium. This is
thanks to its ability to prompt buyers to submit lower bids, thereby generally
avoiding budget constraints, while allowing the seller to collect all bids.",Cemil Selcuk,,econ.TH
http://arxiv.org/abs/2404.12162v1,Hyperbolic spaces that detect all strongly-contracting directions,2024-04-18T13:15:08Z,2024-04-18T13:15:08Z,"Given a geodesic metric space $X$, we construct a corresponding hyperbolic
space, which we call the contraction space, that detects all strongly
contracting directions in the following sense; a geodesic in $X$ is strongly
contracting if and only if its parametrized image in the contraction space is a
quasi-geodesic. If a finitely generated group $G$ acts geometrically on $X$,
then all strongly-contracting elements act as WPD elements on the contraction
space. If the space $X$ is CAT(0), or more generally Morse-dichotomous, that is
if all Morse geodesics are strongly-contracting, then all generalized
loxodromics act as WPD elements, implying that the action is what we call
``universally WPD''.",Stefanie Zbinden,,math.GR
http://arxiv.org/abs/2412.09161v1,Minimal pentagulations of $n$-gons,2024-12-12T10:46:40Z,2024-12-12T10:46:40Z,"A planar graph $G$ is called a pentagulation of an $n$-gon ($n\geq$ is an
integer) if all faces of $G$ are pentagons, except one, which is an $n$-gon. A
$3$-connected pentagulation $G$ of an $n$-gon is called minimal if it has the
smallest number of pentagons among all such $3$-connected pentagulations. It is
known that minimal pentagulations of the $3$-gon and $4$-gon contain 15 and 14
pentagons, respectively. We determined all minimal pentagulations of $n$-gons
for all $n$ such that $3\leq n\leq 12$ using computer calculations. The
calculations employed the plantri package, which generates all planar
triangulations for a given number of vertices. We also present several open
questions on this topic.",Mikhail Kabenyuk,,math.CO
http://arxiv.org/abs/2502.03415v1,"Cycles on abelian 2n-folds of Weil type from secant sheaves on abelian
  n-folds",2025-02-05T17:55:25Z,2025-02-05T17:55:25Z,"A. Weil identified a 2-dimensional space of rational classes of Hodge type
(n,n) in the middle cohomology of every 2n-dimensional abelian variety with a
suitable complex multiplication by an imaginary quadratic number field. These
abelian varieties are said to be of Weil type and these Hodge classes are known
as Weil classes. We prove that the Weil classes are algebraic for all abelian
sixfold of Weil type of discriminant -1, for all imaginary quadratic number
fields. The algebraicity of the Weil classes follows for all abelian fourfolds
of Weil type (for all discriminants and all imaginary quadratic number fields),
by a degeneration argument of C. Schoen. The Hodge Conjecture for abelian
fourfolds is known to follow from the above result.",Eyal Markman,,math.AG
http://arxiv.org/abs/2502.10612v1,Hamiltonian Cycles in Signed and Multisigned Complete Graphs,2025-02-15T00:02:01Z,2025-02-15T00:02:01Z,"A signed complete graph contains both positive and negative Hamiltonian
cycles if and only if it also contains both positive and negative triangles.
Otherwise, all Hamiltonian cycles are negative if and only if all triangles are
negative and n is odd, while all Hamiltonian cycles are positive if and only if
all triangles are negative and n is even, or all triangles are positive.
Extending these results to multisigned complete graphs, we prove that such a
graph contains at least two Hamiltonian cycles with different multisigns if and
only if it contains at least two triangles with different multisigns.",Xiyong Yan,,math.CO
http://arxiv.org/abs/1807.08129v2,"Distinct dynamical behavior in Erdős-Rényi networks, regular
  random networks, ring lattices, and all-to-all neuronal networks",2018-07-21T11:22:40Z,2019-02-05T13:26:14Z,"Neuronal network dynamics depends on network structure. In this paper we
study how network topology underpins the emergence of different dynamical
behaviors in neuronal networks. In particular, we consider neuronal network
dynamics on Erd\H{o}s-R\'enyi (ER) networks, regular random (RR) networks, ring
lattices, and all-to-all networks. We solve analytically a neuronal network
model with stochastic binary-state neurons in all the network topologies,
except ring lattices. Given that apart from network structure, all four models
are equivalent, this allows us to understand the role of network structure in
neuronal network dynamics. Whilst ER and RR networks are characterized by
similar phase diagrams, we find strikingly different phase diagrams in the
all-to-all network. Neuronal network dynamics is not only different within
certain parameter ranges, but it also undergoes different bifurcations (with a
richer repertoire of bifurcations in ER and RR compared to all-to-all
networks). This suggests that local heterogeneity in the ratio between
excitation and inhibition plays a crucial role on emergent dynamics.
Furthermore, we also observe one subtle discrepancy between ER and RR networks,
namely ER networks undergo a neuronal activity jump at lower noise levels
compared to RR networks, presumably due to the degree heterogeneity in ER
networks that is absent in RR networks. Finally, a comparison between network
oscillations in RR networks and ring lattices shows the importance of
small-world properties in sustaining stable network oscillations.",Marinho A. Lopes; Alexander V. Goltsev,10.1103/PhysRevE.99.022303,q-bio.NC
http://arxiv.org/abs/2006.01383v1,"S-wave kaon-nucleon potentials with all-to-all propagators in the HAL
  QCD method",2020-06-02T04:25:05Z,2020-06-02T04:25:05Z,"In this paper, employing an all-to-all quark propagator technique, we
investigate the kaon-nucleon interactions in lattice QCD. We calculate the
S-wave kaon-nucleon potentials at the leading order in the derivative expansion
in the time-dependent HAL QCD method, using (2+1)-flavor gauge configurations
at the lattice spacing $a \approx 0.09$ fm on $32^3 \times 64$ lattices and the
pion mass $m_{\pi} \approx 570$ MeV. We take the one-end trick for all-to-all
propagators, which allows us to put the zero momentum hadron operators at both
source and sink and to smear quark operators at the source. We find the
stronger repulsive interaction in the $I=1$ channel than in the $I=0$. The
phase shifts obtained by solving the Schr\""{o}dinger equations with the
potentials qualitatively reproduce the energy dependence of the experimental
phase shifts, and have the similar behavior to the previous results from
lattice QCD without all-to-all propagators. Our study demonstrates that the
all-to-all quark propagator technique with the one-end trick is useful to study
interactions for meson-baryon systems in the HAL QCD method, so that we will
apply it to meson-baryon systems which contain quark-antiquark
creation/annihilation processes in our future studies.",Kotaro Murakami; Yutaro Akahoshi; Sinya Aoki,10.1093/ptep/ptaa118,hep-lat
